"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"203",11,"Denzel Mims",NYJ,"37.7","0","0","23","357","0","0","0","0"
"204",11,"Jared Goff",DET,"252.98","3952","20","0","0","0","51","99","4"
"205",11,"Darrel Williams",KC,"36.5","0","0","18","116","0","39","169","1"
"206",11,"Jameis Winston",NO,"2.4","75","0","0","0","0","8","-6","0"
"207",11,"Jason Sanders",MIA,"172","0","0","0","0","0","0","0","0"
"208",11,"Marquez Valdes-Scantling",GB,"104.3","0","0","33","690","6","4","13","0"
"209",11,"Cam Newton",NE,"268.98","2657","8","0","0","0","137","592","12"
"210",11,"A.J. Green",ARI,"64.3","0","0","47","523","2","0","0","0"
"211",11,"Hayden Hurst",ATL,"93.1","0","0","56","571","6","0","0","0"
"212",11,"Chicago Bears",CHI,"90","0","0","0","0","0","0","0","0"
"213",11,"Benny Snell Jr.",PIT,"64.9","0","0","10","61","0","111","368","4"
"214",11,"Los Angeles Chargers",LAC,"73","0","0","0","0","0","0","0","0"
"215",11,"Miami Dolphins",MIA,"141","0","0","0","0","0","0","0","0"
"216",11,"Carlos Hyde",JAC,"68.9","0","0","16","93","0","81","356","4"
"217",11,"Sammy Watkins",BAL,"51.4","0","0","37","421","2","1","3","0"
"218",11,"Malcolm Brown",MIA,"86.1","0","0","23","162","0","101","419","5"
"219",11,"Denver Broncos",DEN,"73","0","0","0","0","0","0","0","0"
"220",11,"Bryan Edwards",LV,"25.3","0","0","11","193","1","0","0","0"
"221",11,"Rodrigo Blankenship",IND,"150","0","0","0","0","0","0","0","0"
"222",11,"Matt Prater",ARI,"117","0","0","0","0","0","0","0","0"
"223",11,"Darrynton Evans",TEN,"14.1","0","0","2","27","1","14","54","0"
"224",11,"Dawson Knox",BUF,"42.8","0","0","24","288","3","0","0","0"
"225",11,"O.J. Howard",TB,"26.6","0","0","11","146","2","0","0","0"
"226",11,"Amon-Ra St. Brown",DET,"0","0","0","0","0","0","0","0","0"
"227",11,"Cleveland Browns",CLE,"97","0","0","0","0","0","0","0","0"
"228",11,"Robbie Gould",SF,"106","0","0","0","0","0","0","0","0"
"229",11,"Mark Ingram II",HOU,"46.9","0","0","6","50","0","72","299","2"
"230",11,"Tyler Bass",BUF,"157","0","0","0","0","0","0","0","0"
"231",11,"Jeff Wilson Jr.",SF,"129.3","0","0","13","133","3","126","600","7"
"232",11,"Chuba Hubbard",CAR,"0","0","0","0","0","0","0","0","0"
"233",11,"Jason Myers",SEA,"138","0","0","0","0","0","0","0","0"
"234",12,"Ryan Succop",TB,"145","0","0","0","0","0","0","0","0"
"235",12,"Damien Williams",CHI,"0","0","0","0","0","0","0","0","0"
"236",12,"Terrace Marshall Jr.",CAR,"0","0","0","0","0","0","0","0","0"
"237",12,"Josh Reynolds",TEN,"72.3","0","0","52","618","2","1","5","0"
"238",12,"Seattle Seahawks",SEA,"103","0","0","0","0","0","0","0","0"
"239",12,"La'Mical Perine",NYJ,"41.5","0","0","11","63","0","64","232","2"
"240",12,"Justin Jackson",LAC,"46.3","0","0","19","173","0","59","270","0"
"241",12,"Randall Cobb",GB,"62.1","0","0","38","441","3","0","0","0"
"242",12,"DeSean Jackson",LAR,"30.8","0","0","14","236","1","1","12","0"
"243",12,"Green Bay Packers",GB,"94","0","0","0","0","0","0","0","0"
"244",12,"Michael Badgley",LAC,"120","0","0","0","0","0","0","0","0"
"245",12,"Deshaun Watson",HOU,"376.32","4823","33","0","0","0","90","444","3"
"246",12,"Minnesota Vikings",MIN,"60","0","0","0","0","0","0","0","0"
"247",12,"Tyrell Williams",DET,"0","0","0","0","0","0","0","0","0"
"248",12,"KJ Hamler",DEN,"60.1","0","0","30","381","3","9","40","0"
"249",12,"Mason Crosby",GB,"120","0","0","0","0","0","0","0","0"
"250",12,"Tim Patrick",DEN,"110.2","0","0","51","742","6","0","0","0"
"251",12,"Taysom Hill",NO,"150.62","928","4","0","0","0","87","457","8"
"252",12,"Dan Arnold",CAR,"65.8","0","0","31","438","4","0","0","0"
"253",12,"Kerryon Johnson",PHI,"52.8","0","0","19","187","1","52","181","2"
"254",12,"Rhamondre Stevenson",NE,"0","0","0","0","0","0","0","0","0"
"255",12,"Anthony Miller",HOU,"59.7","0","0","49","485","2","2","12","0"
"256",12,"Van Jefferson",LAR,"27.9","0","0","19","220","1","1","-1","0"
"257",12,"Philadelphia Eagles",PHI,"101","0","0","0","0","0","0","0","0"
"258",12,"Hunter Renfrow",LV,"75.6","0","0","56","656","2","0","0","0"
"259",12,"Wayne Gallman",SF,"115.6","0","0","21","114","0","147","682","6"
"260",12,"Kadarius Toney",NYG,"0","0","0","0","0","0","0","0","0"
"261",12,"Javian Hawkins",ATL,"0","0","0","0","0","0","0","0","0"
"262",12,"James Washington",PIT,"69.2","0","0","30","392","5","0","0","0"
"263",12,"Daniel Carlson",LV,"155","0","0","0","0","0","0","0","0"
"264",12,"Chris Herndon IV",NYJ,"42.7","0","0","31","287","3","0","0","0"
"265",12,"Jake Elliott",PHI,"75","0","0","0","0","0","0","0","0"
"266",12,"Brandon McManus",DEN,"136","0","0","0","0","0","0","0","0"
"267",12,"Jack Doyle",IND,"41.1","0","0","23","251","3","0","0","0"
"268",12,"Preston Williams",MIA,"56.8","0","0","18","288","4","0","0","0"
"269",12,"Amari Rodgers",GB,"0","0","0","0","0","0","0","0","0"
"270",12,"Jerick McKinnon",KC,"93.2","0","0","33","253","1","81","319","5"
"271",12,"Joey Slye",CAR,"129","0","0","0","0","0","0","0","0"
"272",12,"Boston Scott",PHI,"70.6","0","0","25","212","1","80","374","1"
"273",12,"Tennessee Titans",TEN,"66","0","0","0","0","0","0","0","0"
"274",12,"Matt Breida",BUF,"33","0","0","9","96","0","59","254","0"
"275",12,"Rashard Higgins",CLE,"83.9","0","0","37","599","4","0","0","0"
"276",12,"Ke'Shawn Vaughn",TB,"18.3","0","0","5","34","1","26","109","0"
"277",12,"Jimmy Graham",CHI,"93.6","0","0","50","456","8","0","0","0"
"278",12,"Devontae Booker",NYG,"68.7","0","0","17","84","0","93","423","3"
"279",12,"Chris Boswell",PIT,"100","0","0","0","0","0","0","0","0"
"280",12,"Ka'imi Fairbairn",HOU,"132","0","0","0","0","0","0","0","0"
"281",12,"Jimmy Garoppolo",SF,"69.34","1096","7","0","0","0","10","25","0"
"282",12,"Teddy Bridgewater",DEN,"252.26","3733","15","0","0","0","53","279","5"
"283",12,"Anthony McFarland Jr.",PIT,"16.7","0","0","6","54","0","33","113","0"
"284",12,"New York Giants",NYG,"103","0","0","0","0","0","0","0","0"
"285",12,"Zach Pascal",IND,"92.9","0","0","44","629","5","0","0","0"
"286",12,"Ty Johnson",NYJ,"47.3","0","0","16","99","1","54","254","1"
"287",13,"Dustin Hopkins",WAS,"128","0","0","0","0","0","0","0","0"
"288",13,"New York Jets",NYJ,"67","0","0","0","0","0","0","0","0"
"289",13,"Josh Lambo",JAC,"28","0","0","0","0","0","0","0","0"
"290",13,"Arizona Cardinals",ARI,"108","0","0","0","0","0","0","0","0"
"291",13,"Nico Collins",HOU,"0","0","0","0","0","0","0","0","0"
"292",13,"Kendrick Bourne",NE,"80.7","0","0","49","667","2","0","0","0"
"293",13,"N'Keal Harry",NE,"40.9","0","0","33","309","2","2","0","0"
"294",13,"Tyron Johnson",LAC,"59.5","0","0","20","398","3","3","17","0"
"295",13,"Matt Gay",LAR,"66","0","0","0","0","0","0","0","0"
"296",13,"Samaje Perine",CIN,"54.7","0","0","11","66","0","63","301","3"
"297",13,"Keke Coutee",HOU,"54","0","0","33","400","3","0","0","0"
"298",13,"Quintez Cephus",DET,"46.9","0","0","20","349","2","0","0","0"
"299",13,"Drew Lock",DEN,"196.32","2933","16","0","0","0","44","160","3"
"300",13,"Dallas Cowboys",DAL,"76","0","0","0","0","0","0","0","0"
"301",13,"Le'Veon Bell",FA,"58.6","0","0","16","138","0","82","328","2"
"302",13,"Travis Fulgham",PHI,"77.9","0","0","38","539","4","0","0","0"
"303",13,"Keelan Cole Sr.",NYJ,"100.4","0","0","55","642","5","1","2","0"
"304",13,"Kyle Rudolph",NYG,"37.4","0","0","28","334","1","0","0","0"
"305",13,"Scotty Miller",TB,"69.5","0","0","33","501","3","3","14","0"
"306",13,"Jacksonville Jaguars",JAC,"58","0","0","0","0","0","0","0","0"
"307",13,"Graham Gano",NYG,"133","0","0","0","0","0","0","0","0"
"308",13,"Todd Gurley II",FA,"138.2","0","0","25","164","0","195","678","9"
"309",13,"Ian Thomas",CAR,"20.5","0","0","20","145","1","0","0","0"
"310",13,"Zane Gonzalez",FA,"98","0","0","0","0","0","0","0","0"
"311",13,"Austin Seibert",CIN,"27","0","0","0","0","0","0","0","0"
"312",13,"Stephen Gostkowski",FA,"119","0","0","0","0","0","0","0","0"
"313",13,"D'Wayne Eskridge",SEA,"0","0","0","0","0","0","0","0","0"
"314",13,"Xavier Jones",LAR,"0","0","0","0","0","0","0","0","0"
"315",13,"Atlanta Falcons",ATL,"72","0","0","0","0","0","0","0","0"
"316",13,"Donovan Peoples-Jones",CLE,"44.4","0","0","14","304","2","0","0","0"
"317",13,"Duke Johnson Jr.",FA,"56.4","0","0","28","249","1","77","235","1"
"318",13,"Marquez Callaway",NO,"21.3","0","0","21","213","0","0","0","0"
"319",13,"Tyrod Taylor",HOU,"9.02","208","0","0","0","0","6","7","0"
"320",13,"Andy Isabella",ARI,"33.8","0","0","21","224","2","1","-6","0"
"321",13,"DeeJay Dallas",SEA,"39.9","0","0","17","111","1","34","108","2"
"322",13,"Brian Hill",TEN,"70.4","0","0","25","199","0","100","465","1"
"323",13,"Rex Burkhead",HOU,"82.6","0","0","25","192","3","67","274","3"
"324",13,"Mo Alie-Cox",IND,"49.4","0","0","31","394","2","0","0","0"
"325",13,"Dalton Schultz",DAL,"83.5","0","0","63","615","4","0","0","0"
"326",13,"Carolina Panthers",CAR,"99","0","0","0","0","0","0","0","0"
"327",13,"Dyami Brown",WAS,"0","0","0","0","0","0","0","0","0"
"328",13,"Eno Benjamin",ARI,"0","0","0","0","0","0","0","0","0"
"329",13,"Will Dissly",SEA,"37.1","0","0","24","251","2","0","0","0"
"330",13,"Mac Jones",NE,"0","0","0","0","0","0","0","0","0"
"331",13,"Jordan Howard",PHI,"29.7","0","0","1","-3","0","35","60","4"
"332",13,"Justice Hill",BAL,"8","0","0","5","20","0","12","60","0"
"333",13,"Miles Boykin",BAL,"50.6","0","0","19","266","4","0","0","0"
"334",13,"Jalen Richard",LV,"32.1","0","0","19","138","0","22","123","1"
"335",13,"Cairo Santos",CHI,"139","0","0","0","0","0","0","0","0"
"336",14,"Kalen Ballage",PIT,"64.9","0","0","29","166","0","91","303","3"
"337",14,"Ito Smith",FA,"40.3","0","0","17","75","0","63","268","1"
"338",14,"Jordan Akins",HOU,"46.7","0","0","37","403","1","1","4","0"
"339",14,"Demarcus Robinson",KC,"62.6","0","0","45","466","3","0","0","0"
"340",14,"Donald Parham Jr.",LAC,"33.9","0","0","10","159","3","0","0","0"
"341",14,"John Ross",NYG,"1.7","0","0","2","17","0","0","0","0"
"342",14,"Greg Ward",PHI,"80.1","0","0","53","419","6","2","-4","0"
"343",14,"C.J. Uzomah",CIN,"14.7","0","0","8","87","1","0","0","0"
"344",14,"Olamide Zaccheaus",ATL,"33.4","0","0","20","274","1","1","0","0"
"345",14,"Byron Pringle",KC,"28","0","0","13","160","1","0","0","0"
"346",14,"Dan Bailey",FA,"90","0","0","0","0","0","0","0","0"
"347",14,"Jordan Wilkins",IND,"49.3","0","0","12","105","0","84","308","1"
"348",14,"Houston Texans",HOU,"41","0","0","0","0","0","0","0","0"
"349",14,"David Njoku",CLE,"33.3","0","0","19","213","2","0","0","0"
"350",14,"Pat Freiermuth",PIT,"0","0","0","0","0","0","0","0","0"
"351",14,"Adrian Peterson",FA,"112.5","0","0","12","101","0","156","604","7"
"352",14,"Andy Dalton",CHI,"143.9","2170","14","0","0","0","28","114","0"
"353",14,"Peyton Barber",WAS,"51","0","0","4","12","0","94","258","4"
"354",14,"Harrison Bryant",CLE,"37.8","0","0","24","238","3","0","0","0"
"355",14,"Cody Parkey",CLE,"110","0","0","0","0","0","0","0","0"
"356",14,"Mike Boone",DEN,"12.9","0","0","2","10","0","11","59","1"
"357",14,"Elijah Mitchell",SF,"0","0","0","0","0","0","0","0","0"
"358",14,"Larry Rountree III",LAC,"0","0","0","0","0","0","0","0","0"
"359",14,"Chris Thompson",FA,"22.6","0","0","20","146","1","7","20","0"
"360",14,"Qadree Ollison",ATL,"0.3","0","0","0","0","0","1","3","0"
"361",14,"Jermar Jefferson",DET,"0","0","0","0","0","0","0","0","0"
"362",14,"Steven Sims Jr.",WAS,"30.3","0","0","27","265","1","1","18","0"
"363",14,"Jalen Guyton",LAC,"69.1","0","0","28","511","3","2","0","0"
"364",14,"Tyler Eifert",FA,"46.9","0","0","36","349","2","0","0","0"
"365",14,"Cordarrelle Patterson",ATL,"48.4","0","0","21","132","0","64","232","1"
"366",14,"Lynn Bowden Jr.",MIA,"25.58","0","0","28","211","0","9","32","0"
"367",14,"Chris Evans",CIN,"0","0","0","0","0","0","0","0","0"
"368",14,"Josh Palmer",LAC,"0","0","0","0","0","0","0","0","0"
"369",14,"Sam Sloman",PIT,"55","0","0","0","0","0","0","0","0"
"370",14,"Golden Tate",FA,"51.52","0","0","35","388","2","0","0","0"
"371",14,"Drew Sample",CIN,"38.9","0","0","40","349","1","0","0","0"
"372",14,"Randy Bullock",DET,"100","0","0","0","0","0","0","0","0"
"373",14,"Dede Westbrook",MIN,"-1.6","0","0","1","4","0","0","0","0"
"374",14,"Albert Okwuegbunam",DEN,"18.1","0","0","11","121","1","0","0","0"
"375",14,"Detroit Lions",DET,"29","0","0","0","0","0","0","0","0"
"376",14,"Jake Funk",LAR,"0","0","0","0","0","0","0","0","0"
"377",14,"Deonte Harris",NO,"27.7","0","0","20","186","1","6","51","0"
"378",14,"Tyler Conklin",MIN,"25.4","0","0","19","194","1","0","0","0"
"379",14,"Antonio Gandy-Golden",WAS,"2.5","0","0","1","3","0","1","22","0"
"380",14,"Nick Folk",NE,"123","0","0","0","0","0","0","0","0"
"381",14,"Danny Amendola",FA,"60.4","0","0","46","602","0","1","2","0"
"382",14,"Las Vegas Raiders",LV,"43","0","0","0","0","0","0","0","0"
"383",14,"Royce Freeman",DEN,"25.1","0","0","12","81","0","35","170","0"
"384",14,"Larry Fitzgerald",FA,"46.9","0","0","54","409","1","0","0","0"
"385",14,"Bryce Love",FA,"0","0","0","0","0","0","0","0","0"
"386",14,"Evan McPherson",CIN,"0","0","0","0","0","0","0","0","0"
"387",14,"Cincinnati Bengals",CIN,"45","0","0","0","0","0","0","0","0"
